,,MN,MN,MN,MN,MN,MN,MN,0,G1,G1,G1,G1,G1,G1,G1,,NH,NH,NH,NH,NH,NH,NH,1,G2,G2,G2,G2,G2,G2,G2,,DD,DD,DD,DD,DD,DD,DD,0,G3,G3,G3,G3,G3,G3,G3,,SH,SH,SH,SH,SH,SH,SH,0,G4,G4,G4,G4,G4,G4,G4
4-Feb-13,12:05:54,A,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,C,L,M,N,S,T,0,,,,,,,
4-Feb-13,12:05:55,A,,,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,C,L,M,N,S,,0,,,,,,,
4-Feb-13,12:05:57,A,,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,C,,M,N,S,,0,,,,,,,
4-Feb-13,12:06:00,A,,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,C,,M,N,S,,0,,,,,,,
4-Feb-13,12:06:02,A,,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,C>,,,,,
4-Feb-13,12:06:05,A,,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,C>,,,,,
4-Feb-13,12:06:06,A,,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,,,0,,,,,,,,,,,,,,S,,0,,C>,,,,,
4-Feb-13,12:06:07,A,,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,C>,,,,,
4-Feb-13,12:06:10,A,,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,C>,,,,,
4-Feb-13,12:06:11,A,,L,,,,T,1,,,,,,,,,,,,M,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,C>,,,,,
4-Feb-13,12:06:13,A,C,L,,,,T,1,,,,,,,,,,,,M,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:06:18,A,C,L,,,,T,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:06:28,A,C,L,,,,T,1,,,,,,,,,,,,M,N,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:06:33,A,C,L,,,,T,1,,,,,,,,,,,,M,N,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
4-Feb-13,12:06:37,A,C,,,,,T,1,,,,,,,,,,,,M,N,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,L,,,S,,0,,,,,,,
4-Feb-13,12:06:44,A,C,,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,L,,,S,,0,,,,,,,
4-Feb-13,12:06:58,A,C,,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,L,,,,,0,,,,,,,
4-Feb-13,12:06:59,A,C,,,,,T,1,,,,,,,,,,,,M,N,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,L,,,,,0,,,,,,,
4-Feb-13,12:07:00,A,C,,,,,T,1,,,,,,,,,,,,M,N,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,L,,,,,0,,,,,,,
4-Feb-13,12:07:05,A,C,,,,,T,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,L,,,,,0,,,,,,,
4-Feb-13,12:08:00,A,C,,,,,T,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,L,,,,,0,,,,,,,
4-Feb-13,12:08:06,A,C,,,,,T,1,,,,,,,,,,,,M,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,L,,,,,0,,,,,,,
4-Feb-13,12:08:11,A,C,,,,,T,1,,,,,,,,,,,,M,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,L,,N,,,0,,,,,,,
4-Feb-13,12:08:39,A,C,,,,,T,1,,,,,,,,,,,,M,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,L,,,,,0,,,,,,,
4-Feb-13,12:08:45,A,C,,,,,T,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,L,,,,,0,,,,,,,
4-Feb-13,12:09:00,A,C,,,,,T,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,L,,,,,0,,,,,,,
4-Feb-13,12:09:21,A,C,,,,,T,1,,,,,,,,,,,,M,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,L,,,,,0,,,,,,,
4-Feb-13,12:09:22,A,C,,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,L,,,,,0,,,,,,,
4-Feb-13,12:09:27,A,C,,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,L,,N,,,0,,,,,,,
4-Feb-13,12:09:28,A,C,,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,L,,N,S,,0,,,,,,,
4-Feb-13,12:09:37,A,C,,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,L,,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,
4-Feb-13,12:09:43,A,C,,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,L,,N,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
4-Feb-13,12:09:45,A,C,,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,L,,N,,,0,,,,,,<S,,,,,,,,,,0,,,,,,,
4-Feb-13,12:09:52,A,C,,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,L,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:09:55,A,C,,,,,T,1,,,,,,,,,,,,M,N,,,0,,,,,,,,,,,L,,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:09:57,A,C,,,,,T,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,L,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:10:00,A,C,,,,,T,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,L,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:10:07,A,C,,,,,T,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,L,,,,,0,,,,,,,
4-Feb-13,12:10:21,A,C,L,,,,T,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:10:43,A,C,L,,,,,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,T,0,,,,,,,
4-Feb-13,12:10:44,A,C,,,,,,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,L,,,,T,0,,,,,,,
4-Feb-13,12:10:49,A,C,,,,,,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
4-Feb-13,12:10:55,A,C,,,,,,1,,,,,,,,,,,,M,N,S,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,L,,,,,0,,,,,,,
4-Feb-13,12:10:56,A,,,,,,,1,,,,,,,,,,,,M,N,S,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,C,L,,,,,0,,,,,,,
4-Feb-13,12:11:00,A,,,,,,,1,,,,,,,,,,,,M,N,S,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,C,L,,,,,0,,,,,,,
4-Feb-13,12:11:05,A,,L,,,,,1,,,,,,,,,,,,M,N,S,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,C,,,,,,0,,,,,,,
4-Feb-13,12:11:19,,,L,,,,,1,,,,,,,,,,,,M,N,S,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,A,C,,,,,,0,,,,,,,
4-Feb-13,12:11:20,,,L,,,,,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,T,0,,,,,,,,,A,C,,,,,,0,,,,,,,
4-Feb-13,12:11:27,,,L,,,,,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,A,C,,,,,T,0,,,,,,,
4-Feb-13,12:11:31,A,,L,,,,,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,C,,,,,T,0,,,,,,,
4-Feb-13,12:11:34,A,,L,,,,T,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,C,,,,,,0,,,,,,,
4-Feb-13,12:11:45,A,C,L,,,,T,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:11:54,A,C,L,,,,T,1,,,,,,,,,,,,M,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:11:55,A,C,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:11:56,A,C,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:11:59,A,C,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,
4-Feb-13,12:12:00,A,C,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,M,N,,,0,,,,,,,
4-Feb-13,12:12:06,A,C,L,,,,T,1,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,,,0,,,,,,,
4-Feb-13,12:12:14,A,C,L,,,,T,1,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:12:21,A,C,L,,,,T,1,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:13:00,A,C,L,,,,T,1,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:13:35,A,C,L,,,,T,1,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:13:38,A,C,L,,,,T,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:13:41,A,C,L,,,,T,1,,,,,,,,,,,,M,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:13:42,A,C,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:13:47,A,C,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,
4-Feb-13,12:13:48,A,C,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,
4-Feb-13,12:14:00,A,C,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,
4-Feb-13,12:14:02,A,C,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,
4-Feb-13,12:14:06,A,C,L,,,,T,1,,,,,,,,,,,,M,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:14:08,A,,L,,,,T,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,<C,,,,,
4-Feb-13,12:14:19,A,,L,,,,T,1,,,,,,,,,,,,M,N,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,,,,0,,<C,,,,,
4-Feb-13,12:14:20,A,,L,,,,T,1,,,,,,,,,,,,M,N,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,<C,,,,,
4-Feb-13,12:14:25,A,,L,,,,T,1,,,,,,,,,,,,M,N,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,,,,0,,<C,,,,,
4-Feb-13,12:14:27,A,,L,,,,T,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,<C,,,,,
4-Feb-13,12:14:34,A,,L,,,,T,1,,,,,,,,,,,,M,N,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,,,,0,,<C,,,,,
4-Feb-13,12:14:38,A,,L,,,,T,1,,,,,,,,,,,,M,N,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,<C,,,,,
4-Feb-13,12:14:46,A,,L,,,,T,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,S,,0,,<C,,,,,
4-Feb-13,12:14:50,A,,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,C,,,,S,,0,,,,,,,
4-Feb-13,12:14:50,A,,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,C,,,N,S,,0,,,,,,,
4-Feb-13,12:15:00,A,,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,C,,,N,S,,0,,,,,,,
4-Feb-13,12:15:04,A,,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,C,,,N,,,0,,,,,,,
4-Feb-13,12:15:06,A,,L,,,,T,1,,,,,,,,,,,,M,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,C,,,N,,,0,,,,,,,
4-Feb-13,12:15:07,A,,L,,,,T,1,,,,,,,,,,,,M,,S,,0,,,,,,,,,,C,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,
4-Feb-13,12:15:10,A,,L,,,,T,1,,,,,,,,,,C,,M,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,
4-Feb-13,12:15:14,A,,L,,,,T,1,,,,,,,,,,,,M,,S,,0,,,,,,,,,,C,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,
4-Feb-13,12:15:17,A,,L,,,,T,1,,,,,,,,,,,,M,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,C,,,N,,,0,,,,,,,
4-Feb-13,12:15:19,A,,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,C,,,N,,,0,,,,,,,
4-Feb-13,12:15:24,A,,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,C,,,N,S,,0,,,,,,,
4-Feb-13,12:15:59,A,,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,C,,,N,,,0,,,,,,,
4-Feb-13,12:16:00,A,,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,C,,,N,,,0,,,,,,,
4-Feb-13,12:16:05,A,,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,C,,,N,S,,0,,,,,,,
4-Feb-13,12:16:08,A,C,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,
4-Feb-13,12:16:21,A,C,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
4-Feb-13,12:16:22,A,C,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:16:23,A,C,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:16:25,A,C,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:16:27,A,C,L,,,,T,1,,,,,,,,,,,,M,N,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:16:28,A,C,L,,,,T,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:16:45,A,C,L,,,,T,1,,,,,,,,,,,,M,N,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:16:46,A,C,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,
4-Feb-13,12:16:52,A,C,L,,,,T,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,
4-Feb-13,12:16:53,A,C,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,
4-Feb-13,12:17:00,A,C,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,
4-Feb-13,12:17:12,A,,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,C,,,N,S,,0,,,,,,,
4-Feb-13,12:17:20,A,C,L,,,,T,1,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,
4-Feb-13,12:17:22,A,C,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,
4-Feb-13,12:17:27,A,C,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,,,,,,
4-Feb-13,12:18:00,A,C,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,,,,,,
4-Feb-13,12:18:02,A,C,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,M,N,,,0,,,,,,,
4-Feb-13,12:18:03,A,C,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:18:06,A,C,L,,,,T,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:18:07,A,C,L,,,,T,1,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:19:00,A,C,L,,,,T,1,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:19:18,A,C,L,,,,T,1,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:19:19,A,C,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:19:31,A,C,L,,,,T,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:19:32,A,C,L,,,,T,1,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:19:53,A,C,L,,,,T,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:19:54,A,C,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:20:00,A,C,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:20:03,A,C,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,M,N,,,0,,,,,,,
4-Feb-13,12:20:04,A,C,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,,,,,,
4-Feb-13,12:20:19,A,C,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
4-Feb-13,12:20:20,A,C,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:20:25,A,C,L,,,,T,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:20:26,A,C,L,,,,T,1,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:21:00,A,C,L,,,,T,1,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:22:00,A,C,L,,,,T,1,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:23:00,A,C,L,,,,T,1,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:24:00,A,C,L,,,,T,1,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:25:00,A,C,L,,,,T,1,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:25:09,A,C,,,,,T,1,,,L>,,,,,,,,,,N,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:25:10,A,C,,,,,T,1,,,L>,,<N,,,,,,,,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:25:25,A,C,,,,,T,1,,,L>,,<N,<S,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:25:30,A,C,,,,,T,1,,,L>,,<N,,,,,,,,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,
4-Feb-13,12:25:35,A,C,,,,,,1,,,L>,,<N,,,,,,,,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,,T,0,,,,,,,
4-Feb-13,12:25:36,A,,,,,,,1,,,L>,,<N,,,,,,,,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,C,,M,,,T,0,,,,,,,
4-Feb-13,12:25:38,A,,L,,,,,1,,,,,<N,,,,,,,,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,C,,M,,,T,0,,,,,,,
4-Feb-13,12:25:42,,,L,,,,,1,,,,,<N,,,,,,,,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,,,A,C,,M,,,T,0,,,,,,,
4-Feb-13,12:25:43,,,L,,,,,1,,,,,<N,<S,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,A,C,,M,,,T,0,,,,,,,
4-Feb-13,12:25:45,,,L,,,,,1,,,,,<N,<S,,,,,,,,,,0,,,,,,,,,,,,M,,,,0,,,,,,,,,A,C,,,,,T,0,,,,,,,
4-Feb-13,12:25:48,,,L,,,,,1,,,,,,<S,,,,,,,N,,,0,,,,,,,,,,,,M,,,,0,,,,,,,,,A,C,,,,,T,0,,,,,,,
4-Feb-13,12:25:49,,,L,,,,,1,,,,,,<S,,,,,,M,N,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,A,C,,,,,T,0,,,,,,,
4-Feb-13,12:25:50,,,L,,,,,1,,,,,,<S,,,,,,M,N,,,0,,,,,,,,,A,,,,,,,0,,,,,,,,,,C,,,,,T,0,,,,,,,
4-Feb-13,12:25:52,,,L,,,,,1,,,,,,<S,,,,,,M,N,,,0,,,,,,,,,A,,,,,,T,0,,,,,,,,,,C,,,,,,0,,,,,,,
4-Feb-13,12:25:53,,,L,,,,,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,A,,,,,,T,0,,,,,,,,,,C,,,,,,0,,,,,,,
4-Feb-13,12:25:55,,,,,,,,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,A,,,,,,T,0,,,,,,,,,,C,L,,,,,0,,,,,,,
4-Feb-13,12:25:59,,,,,,,,1,,,,,,,,,A,,,M,N,S,,0,,,,,,,,,,,,,,,T,0,,,,,,,,,,C,L,,,,,0,,,,,,,
4-Feb-13,12:26:00,,,,,,,,1,,,,,,,,,A,,,M,N,S,,0,,,,,,,,,,,L,,,,T,0,,,,,,,,,,C,,,,,,0,,,,,,,
4-Feb-13,12:26:03,,,,,,,,1,,,,,,,,,A,,,M,N,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,,,,C,,,,,,0,,,,,,,
4-Feb-13,12:26:04,,,,,,,,1,,,,,,,,,A,,L,M,N,S,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,C,,,,,,0,,,,,,,
4-Feb-13,12:26:15,,,,,,,,1,,,,,,,,,,,L,M,N,S,T,0,,,,,,,,,A,,,,,,,0,,,,,,,,,,C,,,,,,0,,,,,,,
4-Feb-13,12:26:16,,,,,,,,1,,,,,,,,,,,L,M,N,S,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,A,C,,,,,,0,,,,,,,
4-Feb-13,12:26:17,,,,,,,,1,,,,,,,,,,,,M,N,S,T,0,,,,,,,,,,,L,,,,,0,,,,,,,,,A,C,,,,,,0,,,,,,,
4-Feb-13,12:26:18,,,,,,,,1,,,,,,,,,,,,M,N,S,,0,,,,,,,,,,,L,,,,T,0,,,,,,,,,A,C,,,,,,0,,,,,,,
